Date,Close,Volume
1980-12-12 00:00:00-05:00,0.09905774146318436,469033600
1980-12-15 00:00:00-05:00,0.09388983249664307,175884800
1980-12-16 00:00:00-05:00,0.08699852973222733,105728000
1980-12-17 00:00:00-05:00,0.08915182948112488,86441600
1980-12-18 00:00:00-05:00,0.09173654019832611,73449600
1980-12-19 00:00:00-05:00,0.097335085272789,48630400
1980-12-22 00:00:00-05:00,0.1020723506808281,37363200
1980-12-23 00:00:00-05:00,0.10637972503900528,46950400
1980-12-24 00:00:00-05:00,0.11197827011346817,48003200
1980-12-26 00:00:00-05:00,0.12231490015983582,55574400
1980-12-29 00:00:00-05:00,0.12403745204210281,93161600
1980-12-30 00:00:00-05:00,0.12102290242910385,68880000
1980-12-31 00:00:00-05:00,0.11757761985063553,35750400
1981-01-02 00:00:00-05:00,0.11886962503194809,21660800
1981-01-05 00:00:00-05:00,0.11628564447164536,35728000
1981-01-06 00:00:00-05:00,0.1111169382929802,45158400
1981-01-07 00:00:00-05:00,0.10637972503900528,55686400
1981-01-08 00:00:00-05:00,0.10422645509243011,39827200
1981-01-09 00:00:00-05:00,0.10982496291399002,21504000
1981-01-12 00:00:00-05:00,0.10896369069814682,23699200
1981-01-13 00:00:00-05:00,0.1050877571105957,23049600
1981-01-14 00:00:00-05:00,0.1055184081196785,14291200
1981-01-15 00:00:00-05:00,0.10767170786857605,14067200
1981-01-16 00:00:00-05:00,0.10681041330099106,13395200
1981-01-19 00:00:00-05:00,0.11327026784420013,41574400
1981-01-20 00:00:00-05:00,0.10982496291399002,30083200
1981-01-21 00:00:00-05:00,0.11197827011346817,15904000
1981-01-22 00:00:00-05:00,0.11327026784420013,35548800
1981-01-23 00:00:00-05:00,0.11283957958221436,11222400
1981-01-26 00:00:00-05:00,0.1111169382929802,24640000
1981-01-27 00:00:00-05:00,0.1102556437253952,23699200
1981-01-28 00:00:00-05:00,0.10681041330099106,28156800
1981-01-29 00:00:00-05:00,0.10293443500995636,43904000
1981-01-30 00:00:00-05:00,0.097335085272789,46188800
1981-02-02 00:00:00-05:00,0.09173654019832611,23766400
1981-02-03 00:00:00-05:00,0.09518180787563324,19152000
1981-02-04 00:00:00-05:00,0.09862710535526276,27865600
1981-02-05 00:00:00-05:00,0.09862710535526276,7929600
1981-02-06 00:00:00-05:00,0.09905774146318436,13865600
1981-02-09 00:00:00-05:00,0.09388983249664307,16755200
1981-02-10 00:00:00-05:00,0.09388983249664307,18345600
1981-02-11 00:00:00-05:00,0.09087524563074112,13843200
1981-02-12 00:00:00-05:00,0.09001314640045166,14560000
1981-02-13 00:00:00-05:00,0.08785983920097351,11155200
1981-02-17 00:00:00-05:00,0.09001314640045166,12275200
1981-02-18 00:00:00-05:00,0.09388983249664307,19241600
1981-02-19 00:00:00-05:00,0.0882904976606369,22310400
1981-02-20 00:00:00-05:00,0.08355323225259781,24371200
1981-02-23 00:00:00-05:00,0.08484522998332977,14112000
1981-02-24 00:00:00-05:00,0.08183060586452484,16979200
1981-02-25 00:00:00-05:00,0.08699852973222733,19488000
1981-02-26 00:00:00-05:00,0.0882904976606369,10841600
1981-02-27 00:00:00-05:00,0.09130589663982391,14761600
1981-03-02 00:00:00-05:00,0.09173654019832611,11760000
1981-03-03 00:00:00-05:00,0.09044454991817474,16172800
1981-03-04 00:00:00-05:00,0.08958247303962708,13708800
1981-03-05 00:00:00-05:00,0.08915182948112488,5376000
1981-03-06 00:00:00-05:00,0.0882904976606369,11603200
1981-03-09 00:00:00-05:00,0.08139997720718384,15321600
1981-03-10 00:00:00-05:00,0.07752323150634766,28380800
1981-03-11 00:00:00-05:00,0.07450863718986511,29859200
1981-03-12 00:00:00-05:00,0.07752323150634766,59248000
1981-03-13 00:00:00-05:00,0.07666191458702087,231302400
1981-03-16 00:00:00-05:00,0.07967730611562729,37228800
1981-03-17 00:00:00-05:00,0.08355323225259781,43747200
1981-03-18 00:00:00-05:00,0.08872115612030029,36937600
1981-03-19 00:00:00-05:00,0.08785983920097351,37811200
1981-03-20 00:00:00-05:00,0.08872115612030029,14604800
1981-03-23 00:00:00-05:00,0.09216718375682831,22019200
1981-03-24 00:00:00-05:00,0.09173654019832611,28156800
1981-03-25 00:00:00-05:00,0.09001314640045166,7056000
1981-03-26 00:00:00-05:00,0.0882904976606369,12275200
1981-03-27 00:00:00-05:00,0.08527587354183197,12252800
1981-03-30 00:00:00-05:00,0.08527587354183197,9900800
1981-03-31 00:00:00-05:00,0.08441457897424698,15993600
1981-04-01 00:00:00-05:00,0.08355323225259781,34070400
1981-04-02 00:00:00-05:00,0.09087524563074112,31404800
1981-04-03 00:00:00-05:00,0.09130589663982391,16486400
1981-04-06 00:00:00-05:00,0.08958247303962708,22803200
1981-04-07 00:00:00-05:00,0.08872115612030029,10684800
1981-04-08 00:00:00-05:00,0.09302850812673569,21952000
1981-04-09 00:00:00-05:00,0.09475117176771164,12499200
1981-04-10 00:00:00-05:00,0.09604309499263763,33465600
1981-04-13 00:00:00-05:00,0.09604309499263763,16060800
1981-04-14 00:00:00-05:00,0.09604309499263763,6652800
1981-04-15 00:00:00-05:00,0.09130589663982391,34048000
1981-04-16 00:00:00-05:00,0.08613722026348114,23878400
1981-04-20 00:00:00-05:00,0.08872115612030029,35347200
1981-04-21 00:00:00-05:00,0.09475117176771164,28537600
1981-04-22 00:00:00-05:00,0.09819641709327698,18995200
1981-04-23 00:00:00-05:00,0.10078039765357971,58016000
1981-04-24 00:00:00-05:00,0.09991907328367233,35056000
1981-04-27 00:00:00-04:00,0.09905774146318436,38528000
1981-04-28 00:00:00-04:00,0.097335085272789,32188800
1981-04-29 00:00:00-04:00,0.09604309499263763,13641600
1981-04-30 00:00:00-04:00,0.09776575118303299,12611200
1981-05-01 00:00:00-04:00,0.09776575118303299,16553600
1981-05-04 00:00:00-04:00,0.097335085272789,14448000
1981-05-05 00:00:00-04:00,0.09690441936254501,17539200
1981-05-06 00:00:00-04:00,0.09432049095630646,18950400
1981-05-07 00:00:00-04:00,0.09561246633529663,9363200
1981-05-08 00:00:00-04:00,0.09647376835346222,7907200
1981-05-11 00:00:00-04:00,0.09432049095630646,11939200
1981-05-12 00:00:00-04:00,0.09432049095630646,4256000
1981-05-13 00:00:00-04:00,0.09388983249664307,4905600
1981-05-14 00:00:00-04:00,0.09259786456823349,4928000
1981-05-15 00:00:00-04:00,0.09475117176771164,4905600
1981-05-18 00:00:00-04:00,0.09647376835346222,4166400
1981-05-19 00:00:00-04:00,0.09475117176771164,25424000
1981-05-20 00:00:00-04:00,0.09776575118303299,13283200
1981-05-21 00:00:00-04:00,0.10336511582136154,32211200
1981-05-22 00:00:00-04:00,0.10810234397649765,31427200
1981-05-26 00:00:00-04:00,0.10767170786857605,85344000
1981-05-27 00:00:00-04:00,0.11370091140270233,149497600
1981-05-28 00:00:00-04:00,0.11370091140270233,73987200
1981-05-29 00:00:00-04:00,0.11413154006004333,59382400
1981-06-01 00:00:00-04:00,0.11413154006004333,51251200
1981-06-02 00:00:00-04:00,0.10853302478790283,40432000
1981-06-03 00:00:00-04:00,0.10853302478790283,39446400
1981-06-04 00:00:00-04:00,0.11068630963563919,56067200
1981-06-05 00:00:00-04:00,0.10896369069814682,57680000
1981-06-08 00:00:00-04:00,0.1050877571105957,93497600
1981-06-09 00:00:00-04:00,0.10724102705717087,119593600
1981-06-10 00:00:00-04:00,0.10853302478790283,25222400
1981-06-11 00:00:00-04:00,0.11327026784420013,38976000
1981-06-12 00:00:00-04:00,0.11197827011346817,25804800
1981-06-15 00:00:00-04:00,0.11154762655496597,143763200
1981-06-16 00:00:00-04:00,0.10939430445432663,37251200
